Fartøy ID,Registreringsmerke,Fartøynavn,Fartøytype,Fartøygruppe,Lengde (meter),Lengdegruppe,Bredde (meter),Bruttotonnasje,Byggeår,Motorkraft (kW),Hjemkommune,Nasjonalitet
1987002788,F 0335LB,FJORDFISK,Fiskefartøy,Kyst,10.23,Under 11 m,3.41,11,1977,94.85294117647058,LEBESBY,NORGE
1987003346,F 0061P,HÅTIND,Fiskefartøy,Kyst,10.58,Under 11 m,3.2,11,1987,128.67647058823528,PORSANGER,NORGE
1987003574,F 0087G,NYBJØRN,Fiskefartøy,Kyst,8.25,Under 11 m,3.0,4,1987,57.35294117647059,GAMVIK,NORGE
1987003761,R 0017ST,IDSEGUTT,Fiskefartøy,Kyst,10.65,Under 11 m,3.41,11,1976,99.99999999999999,STRAND,NORGE
1987003812,M 0020VS,MARIANN,Fiskefartøy,Kyst,10.42,Under 11 m,3.3,8,1986,99.26470588235293,VESTNES,NORGE
1987004066,TF0020HD,ROGLAVÆRING,Fiskefartøy,Kyst,10.6,Under 11 m,3.9,15,1986,111.76470588235293,HARSTAD,NORGE
1987004180,TF0055NK,SANDRA,Fiskefartøy,Kyst,12.2,"11-14,99 m",4.18,18,1987,136.02941176470588,NORDKAPP,NORGE
1987004437,M 0117HØ,SARAH,Fiskefartøy,Kyst,10.62,Under 11 m,4.07,14,1977,95.58823529411764,HERØY i Møre og Romsdal,NORGE
1987004785,TR0014T,AUKNES,Fiskefartøy,Kyst,10.65,Under 11 m,3.46,11,1986,110.29411764705881,TRONDHEIM,NORGE
1987004899,N 0023BR,MUDDVÆRING,Fiskefartøy,Kyst,10.55,Under 11 m,3.53,13,1987,89.70588235294117,BRØNNØY,NORGE
1987005358,N 0023R,SVEBØEN,Fiskefartøy,Kyst,9.65,Under 11 m,2.87,9,1987,55.882352941176464,RØDØY,NORGE
1987005370,N 0014H,HANNE,Fiskefartøy,Kyst,10.35,Under 11 m,3.5,11,1986,117.6470588235294,HADSEL,NORGE
1987005568,N 0022HR,ISABELL,Fiskefartøy,Kyst,10.4,Under 11 m,3.8,14,1982,75.0,HERØY i Nordland,NORGE
1987005777,N 0042SA,NORBAS,Fiskefartøy,Kyst,7.76,Under 11 m,,4,1987,37.5,SØMNA,NORGE
1987005793,N 0043TN,SANNAGUTT,Fiskefartøy,Kyst,10.58,Under 11 m,4.1,12,1984,111.76470588235293,TRÆNA,NORGE
1987006124,R 0088TV,ØYGUTT,Fiskefartøy,Kyst,7.57,Under 11 m,2.55,3,1987,70.58823529411764,TYSVÆR,NORGE
1987006261,N 0076VV,EGGUMSVÆRING,Fiskefartøy,Kyst,14.98,"11-14,99 m",5.2,43,1987,302.94117647058823,VESTVÅGØY,NORGE
1987006275,N 0013H,MARTHE,Fiskefartøy,Kyst,7.99,Under 11 m,2.87,4,1984,85.29411764705881,HADSEL,NORGE
1987006518,F 0058NK,TRONDALSON,Samfiskefartøy,Kyst,12.2,"11-14,99 m",4.2,19,1987,180.1470588235294,NORDKAPP,NORGE
1987006529,N 0200A,ANDØYGUTT,Fiskefartøy,Kyst,10.39,Under 11 m,3.56,11,1985,84.55882352941175,ANDØY,NORGE
1987007593,N 0058V,NIKITA,Fiskefartøy,Kyst,10.62,Under 11 m,4.12,14,1975,180.1470588235294,VÅGAN,NORGE
1987007919,N 0006L,ALDRA,Fiskefartøy,Kyst,10.55,Under 11 m,3.46,12,1987,93.38235294117646,LURØY,NORGE
1987009204,R 0004ST,KRISTINA,Fiskefartøy,Kyst,12.89,"11-14,99 m",3.88,40,1984,133.8235294117647,STRAND,NORGE
1987009264,N 0001TN,ELMA,Fiskefartøy,Kyst,9.39,Under 11 m,3.2,8,1982,84.55882352941175,TRÆNA,NORGE
1987009876,N 0040VA,KILVÆRFJORD,Fiskefartøy,Kyst,10.65,Under 11 m,3.41,11,1978,113.23529411764704,VEGA,NORGE
1987010741,T 0054S,VARDEN,Fiskefartøy,Kyst,9.22,Under 11 m,3.1,8,1987,99.26470588235293,SKJERVØY,NORGE
1987010984,T 0203T,STEIN JIMMY,Fiskefartøy,Kyst,10.55,Under 11 m,3.46,12,1987,111.76470588235293,TROMSØ,NORGE
1987011070,R 0051ES,JOHN JUNIOR,Fiskefartøy,Kyst,9.65,Under 11 m,3.46,8,1987,84.55882352941175,EIGERSUND,NORGE
1987011223,TF0016LA,DRAGEN,Fiskefartøy,Kyst,9.25,Under 11 m,3.2,7,1987,57.35294117647059,LOPPA,NORGE
1987011486,N 0044BR,HARMFJORD,Fiskefartøy,Kyst,10.52,Under 11 m,3.67,12,1986,85.29411764705881,BRØNNØY,NORGE
1987011783,T 0221T,ÅRVIKSAND,Fiskefartøy,Kyst større,20.96,"15-20,99 m",5.49,124,1980,395.5882352941176,TROMSØ,NORGE
1987011870,T 0371K,NIKE,Fiskefartøy,Kyst,7.95,Under 11 m,2.65,4,1987,36.76470588235294,KARLSØY,NORGE
1987012189,TF0040T,EISTEBÅEN,Fiskefartøy,Kyst,10.67,Under 11 m,3.96,17,1982,114.70588235294117,TROMSØ,NORGE
1987012805,VA0065S,BRIS,Fiskefartøy,Kyst større,26.14,"21-27,99 m",7.0,185,1976,757.3529411764705,KRISTIANSAND,NORGE
1988001077,F 0011VS,ANDFJORD,Fiskefartøy,Kyst,14.87,"11-14,99 m",4.72,24,1988,213.97058823529412,VADSØ,NORGE
1988001489,F 0025HV,BÅRSELVFISK,Fiskefartøy,Kyst,10.12,Under 11 m,3.22,8,1986,90.44117647058823,HASVIK,NORGE
1988002411,TF0087V,KINE CHARLOTTE,Fiskefartøy,Kyst,8.94,Under 11 m,3.2,7,1987,58.8235294117647,VARDØ,NORGE
1988003881,M 0138HØ,KNAUSEN,Fiskefartøy,Kyst,7.96,Under 11 m,3.1,7,1983,62.49999999999999,HERØY i Møre og Romsdal,NORGE
1988003961,F 0043VS,BRATTØY,Fiskefartøy,Kyst,12.4,"11-14,99 m",3.9,18,1988,117.6470588235294,VADSØ,NORGE
1988004073,M 0046K,ASPHOLM,Fiskefartøy,Kyst,14.98,"11-14,99 m",4.35,21,1983,232.35294117647058,KRISTIANSUND,NORGE
1988004410,M 0012VN,HAUGEN SENIOR,Fiskefartøy,Kyst,12.91,"11-14,99 m",3.6,22,1988,169.1176470588235,VANYLVEN,NORGE
1988005440,N 0024LF,KLUBBEN,Fiskefartøy,Kyst,12.98,"11-14,99 m",4.22,20,1988,183.8235294117647,LEIRFJORD,NORGE
1988005634,N 0002BØ,UTFLÆSA,Samfiskefartøy,Kyst,14.6,"11-14,99 m",4.0,24,1981,239.70588235294116,BØ i Nordland,NORGE
1988005641,M 0070AK,JANTO JR,Fiskefartøy,Kyst,9.07,Under 11 m,3.33,7,1988,99.26470588235293,AUKRA,NORGE
1988006259,TF0025NK,HEIDI ANITA,Fiskefartøy,Kyst,14.32,"11-14,99 m",4.59,24,1988,183.8235294117647,NORDKAPP,NORGE
1988006614,T 0005TK,BJØRN,Fiskefartøy,Kyst,10.03,Under 11 m,3.0,10,1988,55.882352941176464,SENJA,NORGE
1988006910,TR0080ND,FJORD-DØNNING,Fiskefartøy,Kyst,8.4,Under 11 m,3.23,5,1984,51.470588235294116,NÆRØYSUND,NORGE
1988007125,TF0027B,EVA MARIJA,Fiskefartøy,Kyst,9.59,Under 11 m,3.29,9,1977,58.8235294117647,BERLEVÅG,NORGE
1988007624,F 0500VS,VÅRSOL,Fiskefartøy,Kyst,10.5,Under 11 m,3.75,13,1987,106.61764705882352,VADSØ,NORGE
1988007826,SF0041V,MONA,Fiskefartøy,Kyst,7.96,Under 11 m,2.71,4,1982,36.76470588235294,KINN,NORGE
1988008148,TR0046ND,VESLEMØY,Fiskefartøy,Kyst,10.58,Under 11 m,3.22,11,1988,187.5,NÆRØYSUND,NORGE
1988009076,TF0003I,NORDSILD,Fiskefartøy,Kyst større,27.98,"21-27,99 m",,308,1988,698.5294117647059,IBESTAD,NORGE
1988009433,H 0006B,NERA,Fiskefartøy,Kyst,18.15,"15-20,99 m",5.0,39,1988,183.8235294117647,BØMLO,NORGE
1988009519,VL0048B,SØRWAAG,Fiskefartøy,Kyst,14.05,"11-14,99 m",5.0,23,1988,183.8235294117647,BØMLO,NORGE
1988009862,ST0046O,ØYSJARK,Fiskefartøy,Kyst,10.12,Under 11 m,3.6,9,1988,99.26470588235293,OSEN,NORGE
1988010382,F 0056HV,LINA,Fiskefartøy,Kyst,7.88,Under 11 m,2.65,3,1986,33.088235294117645,HASVIK,NORGE
1988011007,TF0031H,FORSØLVÆRING,Fiskefartøy,Kyst større,27.11,"21-27,99 m",,173,1988,529.4117647058823,HAMMERFEST,NORGE
1988011319,F 0120LB,TRÅLE,Samfiskefartøy,Kyst,10.65,Under 11 m,4.03,12,1987,180.88235294117646,LEBESBY,NORGE
1988012385,R 0120K,SKÅREN,Fiskefartøy,Kyst,14.7,"11-14,99 m",4.97,24,1988,301.4705882352941,KARMØY,NORGE
1988012458,M 0031G,REAL 1,Fiskefartøy,Kyst,9.87,Under 11 m,3.5,11,1988,85.29411764705881,GISKE,NORGE
1989000148,F 0015TN,MARTIN,Fiskefartøy,Kyst,14.98,"11-14,99 m",6.04,24,1989,279.4117647058823,TANA,NORGE
1989000829,F 0010BD,ESMERALDA,Fiskefartøy,Kyst,10.03,Under 11 m,3.55,10,1989,111.76470588235293,BÅTSFJORD,NORGE
1989001553,T 0080LK,KEIPNES,Fiskefartøy,Kyst større,20.88,"15-20,99 m",7.0,149,1988,458.8235294117647,SENJA,NORGE
1989002030,T 0135K,LAUNES,Fiskefartøy,Kyst,9.0,Under 11 m,2.6,7,1979,55.147058823529406,KARLSØY,NORGE
1989002967,M 0001VN,MATS,Fiskefartøy,Kyst,8.47,Under 11 m,2.69,3,1984,47.79411764705882,VANYLVEN,NORGE
1989003759,T 0033KN,FLYFISK,Fiskefartøy,Kyst,9.0,Under 11 m,3.3,7,1987,58.8235294117647,KVÆNANGEN,NORGE
1989003953,M 0134F,MARILENA MI,Fiskefartøy,Kyst,19.01,"15-20,99 m",5.8,84,1989,294.11764705882354,HUSTADVIKA,NORGE
1989005179,VL0153AV,SKOLTAFJORD,Fiskefartøy,Kyst,14.99,"11-14,99 m",5.8,44,1989,294.11764705882354,AUSTEVOLL,NORGE
1989005341,N 0111V,TONE,Fiskefartøy,Kyst,9.45,Under 11 m,3.0,7,1974,58.8235294117647,VÅGAN,NORGE
1989005576,N 0036BØ,BALDER,Fiskefartøy,Kyst,10.22,Under 11 m,3.31,11,1982,93.38235294117646,BØ i Nordland,NORGE
1989006246,N 0032V,NORDBLINK,Fiskefartøy,Kyst,7.62,Under 11 m,2.71,7,1972,47.79411764705882,VÅGAN,NORGE
1989006475,F 0095NK,MÅLFRID,Fiskefartøy,Kyst,10.55,Under 11 m,4.1,12,1989,125.73529411764704,NORDKAPP,NORGE
1989009975,ST0122F,ØYAVÅG,Fiskefartøy,Kyst,10.62,Under 11 m,3.89,14,1979,119.11764705882352,FRØYA,NORGE
1989010077,T 0141LK,SENJAHAV,Fiskefartøy,Kyst,14.99,"11-14,99 m",5.5,25,1989,241.91176470588235,SENJA,NORGE
1989010547,TF0016NK,TORSHOLM,Fiskefartøy,Kyst,10.4,Under 11 m,3.15,8,1989,93.38235294117646,NORDKAPP,NORGE
1989011308,N 0048LN,RINØY,Fiskefartøy,Kyst,10.62,Under 11 m,3.84,14,1982,155.1470588235294,LØDINGEN,NORGE
1990000355,VL0001A,FJORDBAS,Fiskefartøy,Kyst,10.98,Under 11 m,4.2,18,1986,139.70588235294116,ASKVOLL,NORGE
1990000498,F 0027VS,STEFFEN JUNIOR,Fiskefartøy,Kyst,10.35,Under 11 m,3.15,8,1978,86.02941176470587,VADSØ,NORGE
1990001906,N 0065H,VIKAJENTA,Fiskefartøy,Kyst,10.32,Under 11 m,2.96,9,1984,52.94117647058823,HADSEL,NORGE
1990002045,F 0077LB,SIMON,Fiskefartøy,Kyst,8.63,Under 11 m,2.71,6,1979,49.99999999999999,LEBESBY,NORGE
1990004459,N 0109A,MATS-ERIK,Fiskefartøy,Kyst større,22.5,"21-27,99 m",6.07,111,1979,382.35294117647055,ANDØY,NORGE
1990005397,N 0049ME,KASPER,Fiskefartøy,Kyst,7.58,Under 11 m,,4,1985,24.26470588235294,MELØY,NORGE
1990008795,T 0042LK,KVITHOLMEN,Fiskefartøy,Kyst,9.9,Under 11 m,3.0,10,1985,60.29411764705882,SENJA,NORGE
1990009532,M 0106H,KORALEN,Fiskefartøy,Hav,43.2,28 m og over ,8.0,521,1981,606.6176470588235,HARAM,NORGE
1990009884,N 0032F,LYSBØEN II,Fiskefartøy,Kyst større,20.25,"15-20,99 m",5.4,55,1990,386.02941176470586,FLAKSTAD,NORGE
1990010087,TF0134T,LUCAS,Fiskefartøy,Kyst,14.21,"11-14,99 m",4.37,23,1990,180.1470588235294,TROMSØ,NORGE
1990010281,F 0017LB,SISSEL,Fiskefartøy,Kyst,10.66,Under 11 m,3.62,12,1986,88.23529411764706,LEBESBY,NORGE
1990010590,N 0047V,ADEXA,Fiskefartøy,Kyst,10.63,Under 11 m,3.07,7,1980,102.94117647058823,VÅGAN,NORGE
1990011028,T 0103TK,LOKE,Fiskefartøy,Kyst,9.3,Under 11 m,3.1,7,1972,60.29411764705882,SENJA,NORGE
1990012523,TR0011H,ODDNY ANITA,Fiskefartøy,Kyst,10.95,Under 11 m,4.1,17,1980,211.02941176470586,HITRA,NORGE
1991003669,TF0013NK,RÅHOLM,Fiskefartøy,Kyst,8.82,Under 11 m,3.24,6,1990,66.17647058823529,NORDKAPP,NORGE
1991003736,N 0009ME,JULIE M,Fiskefartøy,Kyst,12.83,"11-14,99 m",3.96,17,1978,136.76470588235293,MELØY,NORGE
1991004106,TR0033F,INGRID,Fiskefartøy,Kyst,7.84,Under 11 m,2.74,4,1984,36.76470588235294,FRØYA,NORGE
1991004963,N 0004BL,LAILA-ANITA,Fiskefartøy,Kyst,8.08,Under 11 m,2.97,4,1985,36.76470588235294,BINDAL,NORGE
1991005091,NT0005NR,BIRGER JOHAN,Fiskefartøy,Kyst,9.81,Under 11 m,3.32,9,1991,59.55882352941176,NÆRØYSUND,NORGE
1991005092,N 0019BØ,EKKO,Fiskefartøy,Kyst,8.5,Under 11 m,2.9,6,1959,37.5,BØ i Nordland,NORGE
1991005267,TF0035HV,LYKKE,Fiskefartøy,Kyst,9.48,Under 11 m,3.08,7,1979,52.94117647058823,HASVIK,NORGE
1991005710,F 0071V,INE KRISTIN,Fiskefartøy,Kyst,8.86,Under 11 m,3.3,7,1980,52.94117647058823,VARDØ,NORGE
1991005902,TR0029AA,LANGHOLM,Fiskefartøy,Kyst,10.99,Under 11 m,3.57,10,1991,128.67647058823528,ÅFJORD,NORGE
1991005915,F 0006B,ADRIANA,Fiskefartøy,Kyst,10.65,Under 11 m,3.77,12,1985,179.41176470588235,BERLEVÅG,NORGE
1991005929,F 0010NK,STRØNSTADVÆRING,Fiskefartøy,Kyst,10.98,Under 11 m,3.88,14,1991,117.6470588235294,NORDKAPP,NORGE
1991006092,F 0115G,FENRIS,Fiskefartøy,Kyst,10.5,Under 11 m,3.46,11,1988,132.35294117647058,GAMVIK,NORGE
1991006504,TF0030NK,TULIPAN,Fiskefartøy,Kyst,9.44,Under 11 m,3.2,8,1981,88.23529411764706,NORDKAPP,NORGE
1991006516,N 0200HR,HEIMSKJÆR,Fiskefartøy,Kyst,10.06,Under 11 m,2.91,10,1985,52.94117647058823,HERØY i Nordland,NORGE
1991007016,N 0165H,STRANDEGGA,Fiskefartøy,Kyst,10.62,Under 11 m,3.89,14,1977,188.23529411764704,HADSEL,NORGE
1991007450,T 0258K,SOLGLIMT,Fiskefartøy,Kyst,10.57,Under 11 m,3.25,11,1975,85.29411764705881,KARLSØY,NORGE
1991007813,N 0001HM,SKARVHOLMEN,Fiskefartøy,Kyst,10.06,Under 11 m,3.05,6,1973,86.02941176470587,HAMARØY,NORGE
1991008785,R 0068K,ÅKRABUEN,Fiskefartøy,Kyst,10.0,Under 11 m,3.25,10,1991,73.52941176470588,KARMØY,NORGE
1991009695,N 0009BL,KJELLABUEN,Fiskefartøy,Kyst,7.84,Under 11 m,2.51,4,1979,27.941176470588232,BINDAL,NORGE
1991009838,M 0010SM,FRØY,Fiskefartøy,Kyst,10.63,Under 11 m,3.06,8,1981,88.23529411764706,SMØLA,NORGE
1991010740,T 0033T,LOFOTVÆRING,Fiskefartøy,Kyst større,23.1,"21-27,99 m",6.0,130,1991,441.17647058823525,TROMSØ,NORGE
1991010801,F 0001V,KEITA,Fiskefartøy,Kyst,9.27,Under 11 m,3.15,8,1981,113.23529411764704,VARDØ,NORGE
1991011108,F 0019HV,VILKAS,Fiskefartøy,Kyst,9.35,Under 11 m,2.92,5,1985,99.99999999999999,HASVIK,NORGE
1991011728,F 0061V,FJORDFISK,Fiskefartøy,Kyst,6.92,Under 11 m,2.4,2,1981,25.735294117647058,VARDØ,NORGE
1991012242,N 0126V,LANGBÅEN,Fiskefartøy,Kyst,10.62,Under 11 m,3.89,14,1976,117.6470588235294,VÅGAN,NORGE
1992000540,N 0038SO,ARIEL,Fiskefartøy,Kyst,10.6,Under 11 m,3.41,12,1976,123.52941176470587,SORTLAND,NORGE
1992001372,T 0101LK,SKJEGGESTEIN,Fiskefartøy,Kyst,8.73,Under 11 m,2.68,4,1986,95.58823529411764,SENJA,NORGE
1992001552,F 0020N,TOR EINAR,Fiskefartøy,Kyst,10.39,Under 11 m,3.35,11,1982,95.58823529411764,NESSEBY,NORGE
1992001651,TF0004BD,SØRING,Fiskefartøy,Kyst,10.99,Under 11 m,3.78,10,1976,160.2941176470588,BÅTSFJORD,NORGE
1992001757,F 0040G,NORDSTJERNA,Fiskefartøy,Kyst,12.96,"11-14,99 m",3.92,18,1992,139.70588235294116,GAMVIK,NORGE
1992002596,TF0062SE,STEINAVÆR,Fiskefartøy,Kyst,10.37,Under 11 m,3.2,7,1982,99.26470588235293,SENJA,NORGE
1992002817,N 0071G,M-SVENDSEN,Fiskefartøy,Kyst,12.2,"11-14,99 m",4.18,19,1986,113.97058823529412,GILDESKÅL,NORGE
1992002881,N 0150A,FREDRIK,Fiskefartøy,Kyst,10.5,Under 11 m,3.81,12,1992,86.02941176470587,ANDØY,NORGE
1992003683,F 0246NK,KLAKKEN,Fiskefartøy,Kyst,10.5,Under 11 m,3.08,10,1977,84.55882352941175,NORDKAPP,NORGE
1992003721,SF0003A,ALBACORE,Fiskefartøy,Kyst større,26.13,"21-27,99 m",6.7,181,1988,573.5294117647059,ASKVOLL,NORGE
1992003859,N 0024DA,ØYNES,Fiskefartøy,Kyst,8.7,Under 11 m,3.2,8,1982,99.26470588235293,DØNNA,NORGE
1992003894,TF0028V,SANDEIMAT,Fiskefartøy,Kyst,9.45,Under 11 m,3.2,7,1971,69.85294117647058,VARDØ,NORGE
1992004161,M 0058A,CAPELLA,Fiskefartøy,Kyst,10.04,Under 11 m,3.22,8,1981,51.470588235294116,ÅLESUND,NORGE
1992004299,VA0017F,HIDRASKJÆR,Fiskefartøy,Kyst,14.1,"11-14,99 m",5.03,30,1992,232.35294117647058,FLEKKEFJORD,NORGE
1992004331,ST0007T,EMIL,Fiskefartøy,Kyst,9.5,Under 11 m,3.2,8,1983,111.76470588235293,TRONDHEIM,NORGE
1992004674,VL0065FJ,TANTE BERIT,Fiskefartøy,Kyst,10.66,Under 11 m,3.9,12,1986,80.1470588235294,FITJAR,NORGE
1992004869,M 0494HØ,SANDER,Fiskefartøy,Kyst,9.5,Under 11 m,3.2,9,1981,52.94117647058823,HERØY i Møre og Romsdal,NORGE
1992005495,N 0026VV,VIKSTJERNA,Fiskefartøy,Kyst,10.24,Under 11 m,3.22,8,1982,49.99999999999999,VESTVÅGØY,NORGE
1992005553,TF0100L,SANDRUPSON,Fiskefartøy,Kyst,12.99,"11-14,99 m",4.15,17,1978,114.70588235294117,LYNGEN,NORGE
1992006145,TR0085H,TINE MERETHE,Fiskefartøy,Kyst,10.38,Under 11 m,3.41,11,1983,136.02941176470588,HITRA,NORGE
1992007451,T 0100T,BÅRAGUTT,Fiskefartøy,Hav,44.78,28 m og over ,9.5,667,1987,448.52941176470586,TROMSØ,NORGE
1992007762,F 0026N,IDA,Fiskefartøy,Kyst,7.74,Under 11 m,2.75,6,1981,69.85294117647058,NESSEBY,NORGE
1992008197,NT0072NR,MARØYSKJÆR,Fiskefartøy,Kyst,12.34,"11-14,99 m",4.34,23,1982,132.35294117647058,NÆRØYSUND,NORGE
1992008246,TF0039K,WIOL,Fiskefartøy,Kyst,10.63,Under 11 m,3.22,11,1987,112.49999999999999,KARLSØY,NORGE
1992008787,R 0069K,VEIDING,Fiskefartøy,Kyst større,27.4,"21-27,99 m",6.1,178,1969,312.5,KARMØY,NORGE
1992009319,SF0085V,TORILL,Fiskefartøy,Kyst,10.99,Under 11 m,3.9,11,1984,132.35294117647058,KINN,NORGE
1992012244,T 0373T,RENNEBÅEN,Fiskefartøy,Kyst,10.05,Under 11 m,3.55,10,1988,147.05882352941177,TROMSØ,NORGE
1992012647,F 0014SV,DANSKEN,Fiskefartøy,Kyst,14.92,"11-14,99 m",5.42,72,1987,269.85294117647055,SØR-VARANGER,NORGE
1993000273,M 0003F,HELLSKJÆR,Fiskefartøy,Kyst større,23.56,"21-27,99 m",7.3,195,1993,367.6470588235294,HUSTADVIKA,NORGE
1993000606,N 0058L,HALDORSON,Fiskefartøy,Kyst,14.23,"11-14,99 m",5.02,23,1992,279.4117647058823,LURØY,NORGE
1993000816,N 0100R,ÆGIR,Fiskefartøy,Kyst,14.13,"11-14,99 m",4.16,16,1993,227.94117647058823,RØDØY,NORGE
1993001472,N 0021V,ANGELICA,Fiskefartøy,Kyst,12.08,"11-14,99 m",3.5,12,1984,96.3235294117647,VÅGAN,NORGE
1993002080,N 0057ME,BRUTUS,Fiskefartøy,Kyst,9.04,Under 11 m,3.3,7,1984,117.6470588235294,MELØY,NORGE
1993002532,N 0029Ø,CASPER,Fiskefartøy,Kyst,7.7,Under 11 m,2.7,4,1985,55.147058823529406,ØKSNES,NORGE
1993002598,ST0185R,JENNY,Fiskefartøy,Kyst,12.08,"11-14,99 m",3.82,11,1985,112.49999999999999,ÅFJORD,NORGE
1993002616,TF0003H,ELIN,Fiskefartøy,Kyst,10.18,Under 11 m,3.2,8,1980,132.35294117647058,HAMMERFEST,NORGE
1993003528,TR0004ND,HAVTIND,Fiskefartøy,Kyst,10.4,Under 11 m,3.2,9,1983,75.0,NÆRØYSUND,NORGE
1993003542,TR0005T,MALIN,Fiskefartøy,Kyst,10.66,Under 11 m,3.47,12,1993,139.70588235294116,TRONDHEIM,NORGE
1993004836,M 0081F,BUAGUTT,Fiskefartøy,Kyst,10.01,Under 11 m,3.48,9,1986,99.26470588235293,HUSTADVIKA,NORGE
1993004958,TF0026A,VIVI MARIE,Fiskefartøy,Kyst,10.62,Under 11 m,4.2,14,1984,183.8235294117647,ALTA,NORGE
1993006293,N 0042G,KORAL,Fiskefartøy,Kyst,8.8,Under 11 m,3.2,6,1993,111.76470588235293,GILDESKÅL,NORGE
1993006506,ST0018T,NAMI,Fiskefartøy,Kyst,10.62,Under 11 m,3.89,17,1976,96.3235294117647,TRONDHEIM,NORGE
1993006750,N 0033VV,IDA ELISE,Fiskefartøy,Kyst større,27.15,"21-27,99 m",7.0,176,1993,683.8235294117646,VESTVÅGØY,NORGE
1993007231,TF0018BD,MINIBANKEN,Fiskefartøy,Kyst,10.05,Under 11 m,2.95,8,1973,136.02941176470588,BÅTSFJORD,NORGE
1993008161,T 0004S,TONØY,Fiskefartøy,Kyst,10.6,Under 11 m,3.9,9,1986,85.29411764705881,SKJERVØY,NORGE
1993008353,TF0051LB,KJÆMTIND,Fiskefartøy,Kyst,10.11,Under 11 m,3.02,6,1968,73.52941176470588,LEBESBY,NORGE
1993009303,TR0081F,HALTENFISK,Fiskefartøy,Kyst,12.2,"11-14,99 m",4.18,19,1987,183.8235294117647,FRØYA,NORGE
1993009664,TF0031HV,MARIA,Fiskefartøy,Kyst,9.45,Under 11 m,3.04,7,1979,42.647058823529406,HASVIK,NORGE
1993009682,R 0038K,EGGØY,Fiskefartøy,Kyst,10.45,Under 11 m,3.28,9,1981,84.55882352941175,KARMØY,NORGE
1993010013,NT0233V,ODIN OLIVER,Fiskefartøy,Kyst,10.64,Under 11 m,3.65,14,1981,111.76470588235293,NÆRØYSUND,NORGE
1993010104,F 0046SV,LUSKIN,Fiskefartøy,Kyst,10.21,Under 11 m,3.6,9,1962,95.58823529411764,SØR-VARANGER,NORGE
1993010150,N 0070Ø,MEA,Fiskefartøy,Kyst,19.95,"15-20,99 m",5.5,91,1988,242.6470588235294,ØKSNES,NORGE
1993010153,T 0005BG,FJORDFANGST,Fiskefartøy,Kyst,10.02,Under 11 m,2.98,6,1985,58.8235294117647,SENJA,NORGE
1993010808,N 0038L,NESØYFJORD,Fiskefartøy,Kyst,10.61,Under 11 m,3.87,14,1977,132.35294117647058,LURØY,NORGE
1993010858,N 0086ME,RAYMITA,Fiskefartøy,Kyst,10.35,Under 11 m,3.87,11,1986,96.3235294117647,MELØY,NORGE
1993010966,T 0194S,RENATO III,Fiskefartøy,Kyst,10.4,Under 11 m,3.45,11,1987,84.55882352941175,SKJERVØY,NORGE
1993011113,T 0119KN,NYEGGA,Fiskefartøy,Kyst,9.65,Under 11 m,2.97,9,1983,58.8235294117647,KVÆNANGEN,NORGE
1994000097,F 0225NK,THOR-MAGNAR,Fiskefartøy,Kyst,10.6,Under 11 m,3.1,12,1994,95.58823529411764,NORDKAPP,NORGE
1994000341,N 0090ME,HORNTIND,Fiskefartøy,Kyst,10.6,Under 11 m,4.1,18,1989,117.6470588235294,MELØY,NORGE
1994001863,TF0002KN,PLUTO,Fiskefartøy,Kyst,10.58,Under 11 m,3.06,12,1981,116.17647058823529,KVÆNANGEN,NORGE
1994001903,N 0091L,DENNIS OLAI,Fiskefartøy,Kyst,14.23,"11-14,99 m",3.97,23,1994,180.1470588235294,LURØY,NORGE
1994001992,F 0063NK,STIG-RUNE,Fiskefartøy,Kyst,10.65,Under 11 m,3.95,12,1986,96.3235294117647,NORDKAPP,NORGE
1994002604,H 0003FS,FJORDVÅG,Samfiskefartøy,Kyst,14.2,"11-14,99 m",4.2,23,1993,197.05882352941174,BJØRNAFJORDEN,NORGE
1994002608,M 0004S,FØNIKS,Samfiskefartøy,Kyst,14.77,"11-14,99 m",5.8,25,1987,404.4117647058823,SANDE i Møre og Romsdal,NORGE
1994003167,M 0025F,MALIN,Fiskefartøy,Kyst,10.25,Under 11 m,3.25,11,1994,99.26470588235293,HUSTADVIKA,NORGE
1994003398,H 0120B,TOR,Fiskefartøy,Kyst,7.9,Under 11 m,2.83,4,1986,84.55882352941175,BØMLO,NORGE
1994003608,N 0100VV,OVESEN JR,Fiskefartøy,Kyst,10.61,Under 11 m,3.16,8,1981,89.70588235294117,VESTVÅGØY,NORGE
1994003756,M 0015U,VÅGEBRIS,Fiskefartøy,Kyst,7.8,Under 11 m,2.74,5,1976,44.11764705882353,ULSTEIN,NORGE
1994003766,M 0015G,GODØYGUTT,Fiskefartøy,Kyst,10.05,Under 11 m,3.46,10,1982,83.8235294117647,GISKE,NORGE
1994004137,M 0006A,SYLTEBAS,Fiskefartøy,Kyst,7.5,Under 11 m,2.6,3,1979,37.5,ÅLESUND,NORGE
1994004211,TR0100NL,FRAM,Fiskefartøy,Kyst,10.64,Under 11 m,3.41,10,1978,111.76470588235293,NAMSOS,NORGE
1994004224,M 0068F,OLEMANN,Fiskefartøy,Kyst,7.99,Under 11 m,2.58,4,1969,25.735294117647058,HUSTADVIKA,NORGE
